row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC-NaB_3_Run56.mzML Peak area,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-NaB_2_Run50.mzML Peak area,2024_POS_CC-NaB_1_Run29.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,
35,323.11327388755893,0.3658603,,,,77,1,[2M+Na]+,,2,38;35,150.06189,728248.8,747296.75,738167.44,800899.5,720290.3,802246.44,
157,325.1256512577322,4.319519,,,,19,10,[M+Na]+,,2,156;157,302.13647,627487.3,478547.88,571670.9,532352.2,467068.2,694140.5,
34,325.12887606915007,0.3642331,,,,77,,,,,,,923464.25,933909.3,927435.2,974851.1,901709.6,976999.25,
562,328.320862187792,7.737042,,,,,,,,,,,94498.57,87575.086,70503.164,55325.113,164891.4,221520.3,
231,328.3209547541416,5.799541,,,,,,,,,,,167120.5,282155.47,208539.28,211309.3,379713.75,492394.56,
630,331.2631120996729,7.8381906,,,,,,,,,,,109025.71,115897.48,98331.484,83308.33,223915.17,394843.62,
516,331.2632194827284,7.6343822,,,,,,,,,,,95762.195,20257.5,39308.227,23273.762,169734.66,245693.8,
469,331.26390017186645,7.552272,,,,,,,,,,,0,4607.492,11722.328,0,52967.832,276439.2,
497,333.2399735800747,7.591724,,,,,,,,,,,334436.56,167819.62,180015.48,99276.016,343585.44,203601.39,
366,336.3107904965307,7.1771417,,,,86,20,[M+NH4]+,,2,365;366,318.27693,469196.0,746945.94,637129.44,822600.1,849423.06,1076857.8,
354,336.3258815003112,7.1252007,,,,91,,,,,,,598360.6,651802.1,803644.56,518212.97,741881.56,575735.6,
326,336.3258961075788,7.008898,,,,,,,,,,,69195.97,85868.66,119379.664,68194.82,104868.84,70645.16,
515,336.32594336040853,7.6097703,,,,2,,,,,,,200837.44,154349.2,162782.31,114798.49,286090.5,221122.31,
838,336.3260074582145,8.102176,,,,61,,,,,,,331897.03,297971.06,402035.0,292252.72,692998.4,232209.97,
690,338.3416491561183,7.8791127,,,,48,,,,,,,187199.97,91675.734,86259.15,91858.266,177680.81,211391.6,
1013,338.3417447922803,8.408412,,,,60,,,,,,,1.427145E7,1.3413997E7,2.1395028E7,1.3329467E7,2.3003376E7,9188508.0,
252,339.28899120936893,6.302147,,,,,,,,,,,38699.707,53475.543,69057.37,36777.633,86666.98,103611.766,
544,339.2891913933226,7.6395936,,,,,,,,,,,233292.98,254325.5,170571.92,214957.9,356638.62,405750.5,
1185,340.35724697184963,8.732292,,,,,,,,,,,145772.67,193994.66,347100.16,201177.73,340262.06,98649.5,
1005,341.2837040663583,8.4029665,,,,,,,,,,,433952.62,391172.62,444481.0,228415.27,594376.56,452829.72,
405,341.2838795119436,7.345428,,,,,,,,,,,200974.95,72023.01,114076.266,95056.43,302947.22,148989.78,
429,341.283881567562,7.3898697,,,,,,,,,,,364056.12,150291.23,208246.56,58542.445,693452.8,252910.94,
312,344.3157930810002,6.902597,,,,84,,,,,,,101929.305,112735.77,140020.53,134929.25,233324.95,189733.34,
331,344.31580648984226,7.023127,,,,,,,,,,,443120.75,573794.6,498548.7,429181.56,693636.2,710996.5,
589,347.3154193597899,7.7821655,,,,,,,,,,,73828.85,88954.31,84153.055,95389.17,146343.52,386420.4,
364,350.32631231002875,7.179014,,,,,,,,,,,1329715.4,698800.7,273958.44,74854.766,454338.53,365319.3,
384,352.32087174917075,7.280375,,,,,,,,,,,1355365.5,1089660.0,1546547.9,976074.44,1998155.9,1369743.5,
436,352.3208862859722,7.434777,,,,,,,,,,,93813.15,74161.9,110712.484,58501.992,161649.12,96470.72,
854,352.32089490081125,8.13945,,,,,,,,,,,94568.414,153215.78,96250.02,86447.586,335402.06,592761.4,
269,353.2684950386997,6.464981,,,,94,16,[M-H2O+H]+,,2,270;269,370.27177,868915.7,922546.44,1335553.2,869557.6,1814663.9,1521326.8,
385,353.3243516383847,7.2782874,,,,,,,,,,,291165.72,243778.39,322419.12,209430.95,425478.6,305652.6,
512,354.3365400890203,7.601485,,,,2,,,,,,,629459.2,470990.53,532922.6,372468.9,911739.0,714735.6,
478,354.33656476476875,7.556109,,,,,,,,,,,74464.55,325884.06,122759.41,237901.64,143703.42,78915.31,
593,356.3157976433004,7.79213,,,,,,,,,,,468986.22,339723.6,341946.66,310337.2,954438.8,1345794.0,
880,356.35219406416604,8.228576,,,,38,,,,,,,305550.72,369992.7,300498.12,336015.94,517448.25,585957.8,
234,356.3521961306723,5.9530225,,,,,,,,,,,86369.98,141983.44,112243.99,96297.586,185759.89,199470.02,
524,357.2786821462437,7.660267,,,,,,,,,,,1124806.0,724204.25,949748.1,692595.7,1662623.6,1032303.94,
540,357.29976095761066,7.682219,,,,71,,,,,,,583021.44,687453.44,681897.6,539087.0,1011366.5,1156175.1,
503,357.29979588802536,7.5961623,,,,17,,,,,,,471954.8,598495.56,604318.44,490421.97,909195.06,1010971.06,
284,358.2738968403955,6.6536255,,,,,,,,,,,429201.6,877293.44,490212.3,570184.8,819912.5,1072762.2,
242,358.36782861667365,6.2448325,,,,95,,,,,,,615523.8,692833.2,786639.2,561540.6,1627111.8,661248.3,
19,362.9261723209708,0.33930397,,,,52,,,,,,,359074.8,354759.38,319912.84,374029.72,330304.72,369470.1,
1476,362.92623988020637,10.27087,,,,25,,,,,,,261865.28,201214.08,187617.3,210176.05,211012.69,348351.3,
372,363.3103813515956,7.186316,,,,37,21,[M+H]+,,1,371,362.30308,168759.77,262229.12,234386.84,370239.84,303541.25,368717.9,
61,364.1397668068664,0.38377988,,,,77,,,,,,,2262690.5,2164893.5,2327646.5,2359219.8,2238666.2,2303672.0,
159,364.19646972314086,4.398027,,,,,,,,,,,443286.0,402542.47,439137.94,411369.06,407481.97,492407.03,
590,364.34203894210617,7.7804275,,,,,,,,,,,187802.84,231243.25,203891.25,253184.45,339089.28,946921.4,
275,365.1357773262541,6.535869,,,,,,,,,,,302180.8,296426.28,325746.62,314999.9,462507.6,522036.38,
333,366.2977451696098,7.026944,,,,,,,,,,,31601.717,43550.01,41338.723,0,40414.9,48060.08,
314,366.29779029949714,6.9037995,,,,,,,,,,,13248.966,21781.145,22475.848,16975.305,54410.164,48916.566,
382,366.3000213375339,7.269573,,,,,,,,,,,192155.1,178060.16,157403.34,110224.086,372269.3,437725.12,
1181,366.3000673234798,8.724232,,,,,,,,,,,49059.547,52076.996,69258.82,58453.695,78970.68,69340.875,
834,366.3364335273207,8.095019,,,,,,,,,,,82680.01,149833.12,103321.87,96947.84,315680.12,574569.2,
892,366.3364460201958,8.263509,,,,,,,,,,,66875.89,142250.89,105554.34,94483.16,303253.84,518461.38,
1190,366.3728732747172,8.757947,,,,,,,,,,,520321.03,549530.75,618310.94,506448.2,1054200.5,753597.6,
239,371.27413677140754,6.1694565,,,,,,,,,,,272730.97,451548.53,412061.4,331035.94,715216.4,712887.75,
228,371.2741437811803,5.6883016,,,,,,,,,,,190398.7,294413.38,287176.3,231283.48,455190.56,415180.28,
208,371.2741666666131,5.564708,,,,,,,,,,,302361.56,420440.84,401863.53,335581.06,617121.25,591540.94,
192,371.2741733368998,5.000344,,,,,,,,,,,11873.729,30918.408,28526.348,18057.408,60613.79,56089.42,
272,371.27901251034376,6.4721856,,,,94,16,[M+H]+,,1,270,370.27177,478770.66,502538.06,709270.75,466456.66,946421.2,807974.25,
1039,371.31540447180095,8.453923,,,,,,,,,,,104427.234,120487.09,113226.51,74355.16,123839.734,231329.11,
70,372.1900607571797,0.38785788,,,,77,,,,,,,1296887.5,1231703.9,1154662.1,958844.2,1170946.1,1384058.9,
386,374.30272789995814,7.28854,,,,,,,,,,,502634.7,212531.94,313489.4,172003.02,766498.25,566049.75,
245,374.3626913821542,6.2731338,,,,,,,,,,,240332.53,276921.25,156100.3,205256.67,699012.5,78463.32,
46,376.1420945198807,0.37643635,,,,77,,,,,,,817925.25,815946.3,820436.0,857651.9,805061.2,887185.75,
511,376.31861690932215,7.599653,,,,,,,,,,,309374.72,139788.05,138759.64,64572.516,422823.75,420608.1,
49,377.1454294010902,0.3788772,,,,77,,,,,,,6785288.0,6921927.5,6787630.0,7298714.5,6748111.0,7296857.5,
543,379.28176440497526,7.6818943,,,,,,,,,,,168807.73,52729.035,55005.348,10043.579,192671.88,472827.22,
371,380.33687829393745,7.187222,,,,37,21,[M+NH4]+,,2,371;372,362.30308,518384.88,837024.4,702049.25,1135369.5,890971.0,1153680.1,
809,381.33617556520994,8.063962,,,,39,42,[M+H]+,,2,806;809,380.32889,515337.9,412930.94,452365.44,358282.34,833076.3,693158.56,
691,384.3470311734868,7.880092,,,,48,,,,,,,379369.4,205370.1,212643.2,241430.67,346804.84,459671.3,
370,384.34703770209677,7.1835976,,,,37,,,,,,,163803.64,164877.11,157879.75,117957.32,148110.97,156524.22,
883,384.34707900934524,8.24133,,,,,,,,,,,895636.3,867564.94,907477.5,894938.06,1210263.9,1441836.2,
474,386.326338296182,7.518881,,,,85,24,[M+H]+,,2,474;476,385.31907,1407881.1,1643352.6,1208516.8,761469.0,3279685.0,4164666.2,
434,386.3263444228348,7.427633,,,,82,23,[M+H]+,,2,434;435,385.31906,1669020.8,1464718.6,1272264.2,940945.94,2726730.8,2564700.5,
202,387.18007662791837,5.2057233,,,,,,,,,,,297438.4,353825.66,379284.1,307850.5,350158.44,435207.62,
472,387.32976785597504,7.4887176,,,,,,,,,,,295800.16,380591.6,281709.7,190329.12,777847.56,997254.4,
432,387.32978144256725,7.442627,,,,,,,,,,,409926.28,338732.34,293101.44,215798.81,677706.3,590459.25,
1028,391.28413177316287,8.437131,,,,3,,,,,,,225315.36,304574.9,247072.89,241615.98,359957.03,385389.1,
165,392.1913890407765,4.5633955,,,,,,,,,,,2266090.5,2131720.2,2072232.6,1990678.9,2003049.5,2679363.2,
270,393.2610046652144,6.4665504,,,,94,16,[M+Na]+,,3,270;269;272,370.27177,843736.4,866359.3,1152858.6,813845.4,1495963.1,1339754.4,
246,395.27659197413124,6.2997932,,,,,,,,,,,257698.7,230807.28,308653.88,232399.1,355762.3,382773.7,
295,395.27673310980225,6.752728,,,,,,,,,,,20961.963,29983.357,41098.047,33850.152,41791.73,41471.047,
1027,397.30983280171284,8.434133,,,,,,,,,,,129063.51,209557.23,203636.12,195225.52,272479.53,391759.78,
480,397.30983908480533,7.5471196,,,,,,,,,,,212616.11,96494.04,128771.664,46266.96,483759.84,311417.0,
438,397.30986582896486,7.4859633,,,,,,,,,,,112652.58,44601.594,51179.523,42563.61,331605.56,149476.98,
596,397.3098796393023,7.785399,,,,,,,,,,,305417.16,362768.6,69874.52,195646.78,1146602.5,1352729.9,
848,397.30989520689064,8.131899,,,,,,,,,,,116256.5,82259.57,113633.47,96142.734,262370.88,117020.88,
191,398.2300044906744,4.99146,,,,,,,,,,,436817.16,584495.2,641656.8,475670.25,932737.4,986272.94,
196,398.2300258337623,5.1018176,,,,,,,,,,,1732626.6,2135922.0,2591554.8,1703246.0,3356334.2,3267316.8,
285,398.26630762026997,6.6573215,,,,,,,,,,,187746.34,330661.7,214185.3,210977.61,344556.2,465436.38,
963,399.3256314456366,8.356145,,,,,,,,,,,107792.516,95484.86,130969.63,217946.39,202119.6,804269.5,
277,400.3055314987334,6.593513,,,,,,,,,,,237581.17,251977.0,306581.62,289219.84,413622.84,451328.5,
359,403.2323626865413,7.163278,,,,,,,,,,,182314.73,219683.12,171410.45,163451.31,255793.48,337880.7,
806,403.31809641864425,8.062167,,,,39,42,[M+Na]+,,2,806;809,380.32889,697323.75,402475.53,341555.56,270409.97,902862.94,1078867.5,
201,404.20657319950516,5.2057233,,,,11,,,,,,,311905.16,363168.97,399526.7,315381.56,337792.12,452540.28,
1036,405.3513752083049,8.452676,,,,4,,,,,,,384551.97,463701.28,474317.25,594668.2,804948.44,572655.3,
383,406.2924342678087,7.283939,,,,,,,,,,,153252.48,67993.055,66675.7,31136.783,323153.88,430585.75,
685,406.32895739438703,7.8629127,,,,,,,,,,,303135.8,79709.7,78718.625,64991.082,238369.4,367358.88,
368,406.32897689130385,7.1808662,,,,,,,,,,,84137.63,34921.625,21809.562,14339.132,71314.39,85696.21,
882,407.36702974059176,8.2373,,,,,,,,,,,1220767.9,808136.44,1053367.5,1276371.8,1208230.9,1312108.0,
1006,407.3673569680047,8.401296,,,,60,,,,,,,169488.52,218214.67,206772.03,247049.27,222046.53,365067.12,
163,408.2226069801148,4.4716344,,,,,,,,,,,536038.3,495124.94,479958.2,475582.75,503237.3,523569.12,
625,408.3082540076535,7.8381367,,,,33,,,,,,,1371195.0,558628.6,682252.4,342898.66,3194186.8,235525.6,
435,408.30826529625,7.4286504,,,,82,23,[M+Na]+,,2,434;435,385.31906,673178.9,304561.22,267970.97,161377.64,912911.5,1170040.1,
476,408.3082905118369,7.5224814,,,,85,24,[M+Na]+,,2,474;476,385.31907,421020.78,313104.75,207940.48,69583.24,826013.06,1356490.4,
566,408.30859493464783,7.749125,,,,20,,,,,,,380051.94,172722.94,247233.73,85184.01,1128635.8,58458.47,
591,408.36809731545577,7.7834764,,,,58,,,,,,,288110.22,345319.7,326139.94,453450.47,487522.34,1300045.6,
618,409.3116817013692,7.8373017,,,,,,,,,,,328957.6,128534.63,170763.81,78057.07,768507.56,49835.215,
1138,410.3990061190264,8.659496,,,,75,,,,,,,220751.55,279227.16,377139.6,253997.4,657681.0,415172.94,
199,412.24566218376145,5.166776,,,,,,,,,,,264253.16,358331.8,367766.75,259763.23,528420.25,484739.34,
194,412.2457483491008,5.060815,,,,,,,,,,,57292.477,80857.24,74536.35,61993.945,115685.586,122609.53,
587,413.3048220087489,7.7804656,,,,,,,,,,,181891.31,145554.78,198351.27,99573.25,510506.16,607426.56,
215,415.211272798459,5.639177,,,,111,13,[M+H]+,,2,216;215,414.20397,2060812.8,2188887.2,2100362.0,1609125.9,1995079.8,2142358.5,
1163,421.3463435668512,8.60423,,,,,,,,,,,115470.65,138438.53,407360.56,147087.16,682311.2,152518.4,
514,421.346418893789,7.6483064,,,,,,,,,,,410853.84,71862.484,187743.84,135571.94,1046938.8,331265.44,
991,421.34638424969575,8.340959,,,,,,,,,,,169916.94,146966.75,263575.47,185734.42,399646.84,122675.49,
508,422.3631087305516,7.5963707,,,,,,,,,,,339943.44,277439.25,258179.89,211303.1,562340.06,623162.25,
901,422.3632835754879,8.268535,,,,,,,,,,,85653.51,97363.21,50531.55,102092.25,150519.53,204138.28,
413,423.3619079235585,7.3108764,,,,101,,,,,,,214859.78,24425.902,56564.438,71018.12,263094.12,115329.93,
1034,423.3620026094584,8.448092,,,,4,59,[M-H2O+H]+,,2,1034;1022,440.36527,7687671.0,7187734.5,8629670.0,8322684.0,1.124319E7,8343722.0,
1128,423.3620964096555,8.6500225,,,,79,66,[M-H2O+H]+,,2,1129;1128,440.36547,148035.2,189524.84,392031.75,179100.53,585231.9,273026.3,
841,423.362239191249,8.106755,,,,61,,,,,,,498831.16,317348.06,403512.3,402532.16,595398.2,521741.78,
374,424.3630944734996,7.1914315,,,,37,,,,,,,431621.0,639587.7,546687.25,971660.3,662524.44,984443.8,
1040,424.3653187841888,8.445186,,,,,,,,,,,2044908.6,1937130.0,1836322.9,2257315.8,2765384.0,2727950.2,
918,425.3777354950405,8.280795,,,,112,53,[M-H2O+H]+,,2,918;910,442.38097,1102801.0,765508.25,1016801.25,1195673.1,1052905.4,1488715.8,
1170,425.377740946448,8.70671,,,,,,,,,,,332483.7,430001.94,505402.28,446407.9,819701.2,556802.3,
1059,425.378390981414,8.495869,,,,24,,,,,,,424003.4,381345.12,467857.88,516733.8,513181.0,738976.5,
226,426.2613074078115,5.6638627,,,,,,,,,,,2245448.8,2512296.8,3141547.0,2230966.0,4075763.8,3733901.2,
207,426.26135343699843,5.5539646,,,,,,,,,,,480395.8,571551.94,696826.7,485973.16,960616.5,932896.2,
203,426.2614241222348,5.212084,,,,11,,,,,,,144299.75,158632.94,240789.12,142715.4,321417.06,334620.34,
197,426.2614380767213,5.106442,,,,,,,,,,,74927.7,87180.02,101298.836,69673.29,172563.95,185890.55,
694,430.3313266655394,7.828155,,,,,,,,,,,139589.05,120634.12,161941.89,105740.586,264409.97,331523.5,
20,430.9134504956708,0.33930397,,,,52,,,,,,,376640.6,363586.53,340574.25,396100.6,334188.78,388254.56,
1483,430.91356169341606,10.273387,,,,25,,,,,,,245576.34,180857.47,169382.44,181008.86,179747.08,328403.9,
216,432.23777439554425,5.639177,,,,111,13,[M+NH4]+,,2,216;215,414.20397,2449748.2,2528331.0,2487629.8,1870261.2,2266384.0,2571387.0,
47,436.18231006325504,0.37724972,,,,77,,,,,,,336707.5,330357.44,337454.06,351762.06,326827.9,367454.34,
703,437.3412227686426,7.927101,,,,,,,,,,,1968534.8,1107578.8,1600581.9,1272954.2,3145520.2,1729054.0,
831,437.34122357259747,8.091363,,,,,,,,,,,586217.5,404367.16,535299.7,463889.34,851442.06,567032.1,
557,437.3412569506119,7.716522,,,,,,,,,,,327618.03,100028.9,159619.75,100257.45,343678.66,151145.2,
44,438.1982293013646,0.37562272,,,,77,3,[2M+NH4]+,,2,45;44,210.08278,352468.44,354085.03,361972.34,370550.34,371347.72,395484.38,
1252,439.31804031187704,8.993909,,,,,,,,,,,41428.51,62192.89,64156.54,79531.64,74920.31,102558.414,
930,439.31809246038625,8.289856,,,,,,,,,,,74166.33,24672.148,79213.58,87652.05,114231.58,526562.6,
1164,439.35682138788314,8.693553,,,,81,69,[M+H]+,,3,1160;1164;1166,438.34955,902881.56,941406.3,1479254.4,983693.06,2261804.5,948397.75,
1097,439.3568260620121,8.596026,,,,53,64,[M+H]+,,3,1103;1097;1104,438.34954,3398915.0,3568411.5,5587545.5,3553057.8,8882173.0,4629135.5,
980,439.3568652711201,8.331418,,,,,,,,,,,1097541.2,997776.0,1109604.0,1048864.4,2108736.8,1188419.9,
525,439.35698624269656,7.653091,,,,,,,,,,,1468509.8,545851.0,786977.5,610426.8,1135547.6,837008.8,
829,439.35732880477434,8.085708,,,,,,,,,,,565792.5,446424.53,435355.1,363437.56,735044.75,661121.1,
193,440.27697803160936,5.031718,,,,,,,,,,,1628391.6,1602689.8,2069952.4,1722773.9,2627320.8,2661892.5,
198,440.27700527322946,5.141709,,,,,,,,,,,7052098.0,6154331.5,8821287.0,6650787.5,9456741.0,8193631.5,
230,440.2770213697942,5.74078,,,,,,,,,,,82388.28,109346.3,106396.45,92976.484,163653.4,172403.81,
268,440.35780017244775,6.4623055,,,,26,,,,,,,93183.04,96390.3,102611.87,103337.61,85232.69,99839.71,
1099,440.3600730094252,8.600993,,,,53,63,[M+H]+,,2,1102;1099,439.35285,1033683.7,1039965.1,1799052.0,1158530.9,2953863.2,1473780.0,
1165,440.3601225033232,8.650144,,,,,,,,,,,461307.34,312463.78,865583.94,331398.97,1514669.1,321094.9,
505,440.3734855468474,7.597056,,,,17,25,[M+H]+,,2,505;504,439.36607,2948413.8,2368003.8,2395511.8,1834670.8,4699214.5,5187358.5,
886,440.37475949472633,8.246002,,,,96,,,,,,,73874.87,76741.016,100863.24,85358.0,128049.02,148975.5,
724,440.3750270681578,7.9363747,,,,74,,,,,,,79059.14,44356.754,38953.41,78644.875,136598.75,222503.28,
251,440.4095534408794,6.304491,,,,18,,,,,,,504259.47,553853.75,581672.1,569464.06,567721.44,574250.06,
1236,441.3725755522915,8.925817,,,,41,,,,,,,165729.98,223299.62,247028.52,230596.66,561960.9,256751.81,
1042,441.37271610203425,8.456653,,,,4,,,,,,,2159945.5,2296192.8,2578843.8,2497836.0,2993093.0,2855922.0,
1083,441.3727306496974,8.548027,,,,109,,,,,,,767305.5,847203.44,959168.06,842322.94,1280604.9,1095108.1,
839,441.37284197201876,8.104178,,,,61,,,,,,,701435.7,544543.94,705930.3,694574.1,1008499.6,1150385.9,
671,441.3728774255863,7.852923,,,,33,30,[M-H2O+H]+,,2,671;666,458.37607,598967.9,231986.4,326878.12,244019.77,710376.06,682252.8,
1145,441.3729267982097,8.669435,,,,75,67,[M+H]+,,2,1139;1145,440.36562,99432.92,198652.36,414538.4,222930.62,701892.44,345154.12,
889,441.3730960348162,8.253032,,,,,,,,,,,465286.7,314474.9,386210.22,334493.56,580756.2,447964.94,
1038,442.37595300433424,8.454795,,,,4,,,,,,,688176.94,684922.6,837687.1,772506.4,986969.75,911248.7,
1084,442.3759892811989,8.504953,,,,109,,,,,,,290603.1,285054.8,362617.34,274524.78,418494.94,364225.88,
1136,442.3760992796535,8.658347,,,,75,,,,,,,58497.914,40170.227,148872.84,70776.1,231274.86,115724.42,
499,442.379360210316,7.5980644,,,,17,,,,,,,125747.76,102122.35,87413.555,57790.746,209953.39,239044.94,
278,444.33173180877117,6.6092286,,,,,,,,,,,316192.1,361575.25,411526.25,390379.9,588816.3,650396.7,
213,446.2534626119434,5.634126,,,,,,,,,,,341274.28,348832.88,360381.3,302737.84,299378.1,318903.28,
817,450.3938468517711,8.080993,,,,,,,,,,,229214.36,225199.3,257029.77,260062.9,377372.06,393393.8,
588,452.39431283553137,7.7813344,,,,58,,,,,,,275423.06,326636.16,315301.06,459272.2,462404.06,1250759.1,
241,454.2926135208074,6.2366014,,,,95,,,,,,,4457557.5,4988814.0,5826137.5,4745890.5,7518108.5,7430002.5,
238,454.29261508268206,6.1254506,,,,102,,,,,,,691444.1,761669.0,932152.25,776770.5,1232021.5,1216362.2,
792,455.351864052164,7.9656577,,,,,,,,,,,438636.44,254669.05,414213.12,94915.35,109440.42,1413812.9,
494,455.3520414763114,7.583363,,,,,,,,,,,280932.9,81696.734,50280.754,22287.205,519052.1,354719.75,
1166,456.3833806515408,8.695716,,,,81,69,[M+NH4]+,,2,1164;1166,438.34955,1677200.9,1510824.6,2519760.8,1692131.5,3631810.5,1739140.1,
1103,456.38338901022706,8.613064,,,,53,64,[M+NH4]+,,3,1103;1097;1104,438.34954,5255757.5,5357704.0,8982788.0,5325407.0,1.4742351E7,6043915.0,
1080,456.44063248020984,8.538722,,,,,,,,,,,158680.48,216657.03,199499.7,177537.69,330364.6,323112.94,
973,457.3675153513611,8.315114,,,,69,,,,,,,1278088.4,1278268.4,1699785.1,1439010.6,2332268.5,2423883.5,
827,457.36769501747193,8.081935,,,,39,43,[M+H]+,,2,827;812,456.36032,950650.8,560269.56,665001.25,541432.25,1701654.2,932140.44,
717,457.36786861934553,7.9695725,,,,,,,,,,,348271.56,168335.52,189035.36,170498.81,386155.3,442087.97,
1102,457.3867163973896,8.613064,,,,53,63,[M+NH4]+,,2,1102;1099,439.35285,1719957.9,1154068.2,2949377.2,1741789.0,4872091.0,1999824.0,
1070,458.3990429403039,8.511977,,,,21,,,,,,,2582779.0,2410780.0,3059659.5,2874439.5,3400642.8,3140011.5,
1231,458.39914469946007,8.903116,,,,,,,,,,,298412.7,344839.53,425645.88,369959.4,750331.75,472195.88,
1129,458.39938166887106,8.65171,,,,79,66,[M+NH4]+,,2,1128;1129,440.36547,267564.97,271746.28,588496.0,314355.06,839060.44,533003.6,
1176,460.41471064436126,8.719297,,,,65,70,[M+NH4]+,,2,1175;1176,442.38092,1872704.0,2298081.0,3004690.0,2499164.5,4268172.0,3720438.0,
910,460.41473263945136,8.278277,,,,112,53,[M+NH4]+,,2,918;910,442.38097,206769.22,126252.59,189498.94,219348.84,169271.16,251228.14,
1104,461.3387355419903,8.613064,,,,53,64,[M+Na]+,,3,1103;1097;1104,438.34954,2152823.8,2163825.8,2941567.8,2189176.8,4560566.5,2396388.8,
1160,461.338770268859,8.688961,,,,81,69,[M+Na]+,,2,1160;1164,438.34955,395920.53,458203.44,598703.5,471639.53,1272191.2,627829.44,
1177,461.41805914337255,8.719824,,,,65,,,,,,,597587.0,755735.9,983514.9,785967.06,1412568.4,1223257.2,
1105,462.3420509199443,8.611745,,,,,,,,,,,707506.9,720723.44,965155.7,726744.06,1875798.5,798795.25,
504,462.35514552414526,7.596331,,,,17,25,[M+Na]+,,2,505;504,439.36607,2208824.8,1231984.8,1042778.6,565169.06,3284688.0,4464424.5,
1341,462.3553208007065,9.42799,,,,,,,,,,,0,0,0,0,25333.004,83990.55,
1022,463.354462125678,8.425201,,,,4,59,[M+Na]+,,2,1034;1022,440.36527,1648912.8,1324387.2,1919894.0,1691977.9,2240433.5,2008512.8,
1300,463.35452613560545,9.248556,,,,108,,,,,,,32272.006,53495.438,46239.832,56344.246,152102.44,157770.08,
1085,463.35463480593506,8.523537,,,,,,,,,,,127022.29,107045.04,135628.28,426136.7,173292.9,325484.75,
1139,463.3548133572145,8.659412,,,,75,67,[M+Na]+,,2,1139;1145,440.36562,121256.82,144902.22,196568.69,157708.3,411039.97,318584.56,
1259,465.3700482910149,9.005666,,,,51,,,,,,,224149.86,338029.25,330072.2,360106.47,586754.06,738496.9,
928,465.3701176058309,8.283215,,,,112,,,,,,,270819.12,132601.34,194144.1,210583.25,231326.25,392581.62,
1175,465.370166712248,8.71748,,,,65,70,[M+Na]+,,2,1175;1176,442.38092,92680.94,159288.14,206574.11,175760.48,389564.84,353757.53,
209,468.3081986428474,5.6021905,,,,,,,,,,,169905.33,162268.0,201861.0,166018.1,256384.77,245384.17,
229,468.3082295001489,5.714644,,,,,,,,,,,815111.6,755599.1,1028542.7,879666.0,1152739.8,991197.1,
255,468.30826839945576,6.3253956,,,,,,,,,,,231403.31,285673.25,289697.06,236115.75,418912.16,406468.56,
375,468.3891088490081,7.1914315,,,,37,,,,,,,292657.5,405666.6,374573.4,616443.7,402769.6,724471.0,
564,468.4044111112378,7.748029,,,,,,,,,,,77347.8,50176.215,56650.7,45876.93,142252.48,133364.45,
822,468.4044809652949,8.079225,,,,39,44,[M+H]+,,2,814;822,467.39739,2839869.8,2682661.0,3012503.5,3034447.0,4035036.2,4622277.0,
818,469.40784422086784,8.079198,,,,39,45,[M+H]+,,2,818;816,468.40076,834524.6,783807.75,905183.7,874624.1,1255284.2,1402957.6,
795,470.3627917299845,8.018003,,,,,,,,,,,391507.3,239916.23,384184.62,243678.42,567227.0,263511.53,
847,470.36280084639685,8.128782,,,,12,,,,,,,1465216.0,1034309.06,1399589.4,1004737.4,1499249.1,948774.2,
995,474.39399999880175,8.356492,,,,90,,,,,,,5592586.0,4264084.5,4751025.0,3618703.8,1.0853544E7,4060350.8,
802,474.39400667138557,8.053084,,,,39,43,[M+NH4]+,,2,812;802,456.36032,2433860.8,1316269.4,2703371.8,1475895.4,3914781.5,3713629.5,
1046,474.3941826844114,8.458476,,,,,,,,,,,813613.1,558884.25,613318.94,333274.34,1843960.2,588976.3,
798,475.39729753834854,8.048392,,,,,,,,,,,543135.7,456592.16,652438.25,487650.56,611127.06,833979.94,
997,475.3973046623119,8.362634,,,,90,,,,,,,1854992.8,1367926.0,1553970.1,1268767.8,3580995.5,1302178.0,
1047,475.39741965142895,8.445939,,,,,,,,,,,259299.36,153544.5,207077.83,80777.89,573593.8,88939.55,
1002,476.4094967116176,8.391531,,,,54,,,,,,,426672.0,825085.6,774173.25,732170.94,747660.3,1300461.2,
1201,476.4096072577206,8.783497,,,,22,71,[M+NH4]+,,2,1203;1201,458.37576,1569417.6,1637830.9,1430725.5,1087481.9,4590892.0,281987.16,
597,476.40970068562206,7.817253,,,,,,,,,,,482832.47,191101.03,285727.72,331815.38,450669.44,551214.6,
866,476.4098141717373,8.1747465,,,,,,,,,,,1421416.4,1133902.2,1233163.9,1162393.9,2092007.5,1570341.5,
59,477.20891699108483,0.3845789,,,,77,6,[2M+Na]+,,2,57;59,227.10994,339840.22,231375.72,328494.66,333786.72,312092.66,339069.56,
678,477.33378606316387,7.928556,,,,,,,,,,,280111.72,147725.1,298677.9,183523.94,640505.75,293509.94,
