row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-VPA_1_Run27.mzML Peak area,2024_NEG_CC-VPA_2_Run36.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC-VPA_3_Run77.mzML Peak area,Unnamed: 19
120,424.246840951568,5.553978400000001,,,,,,,,,,,500993.0,700686.56,820780.2,756293.56,804076.6,870845.25,
123,424.2468543267999,5.663218,,,,,,,,,,,2058347.2,3004246.0,3238825.8,3118588.8,3059949.2,3575290.0,
101,426.9677803806407,4.975815,,,,64.0,,,,,,,10561936.0,7927292.5,8388657.0,9637257.0,10754062.0,8199191.5,
100,428.96239390302543,4.9747505,,,,64.0,,,,,,,396905.7,300642.5,316346.6,366830.4,403793.75,285743.25,
278,430.3172342569589,7.521112,,,,,,,,,,,239915.45,247421.69,438852.3,319809.8,476947.94,444236.6,
271,430.31723727435343,7.425066,,,,30.0,,,,,,,269242.6,230680.2,302004.3,276016.75,272284.72,290061.34,
374,445.3281868280558,8.268302,,,,,,,,,,,269124.6,380265.38,800610.7,427668.1,523976.66,244042.95,
71,447.0212700655409,4.20934,,,,,,,,,,,316512.9,328557.88,307309.78,332371.66,339719.78,324787.25,
270,447.3074226426638,7.438977,,,,,,,,,,,130127.86,104522.42,168681.47,174851.34,169792.36,97155.74,
279,447.3074517929158,7.5359419999999995,,,,,,,,,,,214176.55,236610.62,475994.56,308145.88,421367.6,452917.72,
139,452.2781797928976,6.126726000000001,,,,,,,,,,,628842.3,857613.4,1101981.2,912900.4,930154.94,1082828.6,
142,452.27818637771264,6.2363324,,,,,,,,,,,3698379.8,4748655.5,6032192.5,5394294.0,5552533.5,6047617.5,
527,452.9226195727431,10.27576,,,,8.0,,,,,,,159320.69,100161.28,105443.18,149829.62,170887.42,126018.31,
10,452.92268184100317,0.33484575,,,,7.0,,,,,,,584415.06,674508.9,628639.56,660201.6,661190.7,601569.5,
138,453.2815556524424,6.1222129999999995,,,,,,,,,,,144243.7,191786.92,237652.6,216369.69,219690.95,241654.3,
284,455.2105608180963,7.6834393,,,,18.0,,,,,,,546547.8,569578.44,697878.9,801581.94,1022370.25,812395.6,
476,465.2676109643951,9.007659,,,,15.0,,,,,,,692886.8,851243.94,623879.44,640698.25,799605.2,669371.9,
24,467.1420450005768,0.37781015,,,,32.0,,,,,,,939862.0,985616.1,942417.9,876873.7,935687.5,915910.8,
490,467.2832681640021,9.438132000000001,,,,63.0,,,,,,,285434.88,626796.7,589527.75,336049.3,772931.6,628515.3,
146,478.29390113511147,6.301672,,,,48.0,,,,,,,1575212.0,2588477.8,2725822.8,2638266.0,3028820.2,3067519.5,
153,478.2939234308333,6.4050317,,,,20.0,,,,,,,6233555.0,10096523.0,9562844.0,10607851.0,11101540.0,11518978.0,
144,480.29904924279833,6.301672,,,,48.0,,,,,,,53516.062000000005,98978.08,96915.84,92865.33,110371.08,106462.08,
155,480.29913202706297,6.4041065999999995,,,,20.0,,,,,,,241661.5,400726.38,346355.56,375621.4,410062.38,408622.6,
178,480.3095645553842,6.709625,,,,14.0,,,,,,,170661.86,227704.98,297075.7,255503.1,286617.2,288912.47,
192,480.3095766093232,6.825815700000001,,,,53.0,,,,,,,1111156.0,1413488.5,1812718.0,1604569.0,1841383.1,2030702.8,
98,481.04210673226527,4.921296599999999,,,,50.0,,,,,,,4070791.8,4585266.0,3817458.2,5142831.0,3987698.8,4629423.0,
190,481.3129292667623,6.8245163,,,,,,,,,,,273035.9,330933.78,435728.78,376125.8,435096.6,488681.06,
180,481.31299465009687,6.708928599999999,,,,,,,,,,,29706.722999999998,50176.74,69204.13,54680.31,64564.203,70488.62,
104,484.26811946104937,5.030032599999999,,,,60.0,,,,,,,797769.3,1178386.0,1568127.9,1249536.9,1311657.5,1463050.8,
111,484.2681241023749,5.142252,,,,31.0,,,,,,,2537889.0,3781026.8,4595462.5,3780737.5,3616339.8,4110527.5,
285,484.364380118462,7.5966190000000005,,,,4.0,,,,,,,590624.4,725194.0,1329426.2,917544.1,1209560.2,1345375.5,
324,485.06875013683083,7.88052,,,,,,,,,,,147465.42,189939.84,327479.16,229652.33,306508.16,267238.75,
76,497.0370909523721,4.4405465,,,,,,,,,,,917589.7,1037000.1,830682.1,1010404.8,1045720.06,914778.5,
88,497.037103874698,4.6712110000000004,,,,,,,,,,,1395156.0,1688373.6,1299073.8,1874843.0,1315325.6,1527385.4,
435,499.3752805776709,8.635504,,,,,,,,,,,437859.8,667705.8,1133132.4,756183.06,902901.0,1172500.8,
105,501.2582525454384,5.030032,,,,60.0,,,,,,,156216.22,238359.84,309803.94,254273.72,270422.0,311683.28,
112,501.2582932975457,5.142252,,,,31.0,,,,,,,487320.1,718813.1,866406.06,743505.94,690669.44,768062.75,
283,501.3546395497861,7.593863000000001,,,,4.0,,,,,,,1496521.6,2005145.1,4045832.0,2334772.8,2889139.2,3343223.2,
165,506.3251770994563,6.5641264999999995,,,,,,,,,,,42075.996,65467.26,89360.85,93380.98,93383.7,114120.47,
203,506.32517778002233,6.9532757,,,,,,,,,,,155509.84,305579.84,293115.0,330003.3,350362.84,401777.8,
194,506.3251912513524,6.8446407,,,,,,,,,,,29290.664,60795.09,59240.78,67937.4,73450.65,86235.98,
121,512.2994128234819,5.600611,,,,,,,,,,,76161.95,120971.63,168782.33,122300.74,128773.26,147969.28,
124,512.2994518711532,5.7131295,,,,,,,,,,,375007.28,562447.3,686640.7,535724.9,519598.2,599587.2,
365,512.3956957125857,8.077947,,,,35.0,,,,,,,219883.14,359684.9,464091.72,325990.62,432822.66,482622.06,
175,520.3045442550089,6.678889,,,,27.0,,,,,,,116308.875,499341.7,418158.16,434940.44,619270.9,601365.56,
520,520.9102486257917,10.274434,,,,8.0,,,,,,,93001.99,60802.984000000004,59279.55,86445.55,97404.24,59257.82,
11,520.9102845631759,0.33484575,,,,7.0,,,,,,,463503.2,515561.47,484058.12,495341.94,500453.53,449255.75,
363,529.3859424716044,8.068677000000001,,,,35.0,,,,,,,752821.75,1069984.6,2053126.1,1209784.9,1635350.4,2022570.1,
27,535.1296497638149,0.37687692,,,,,,,,,,,325089.12,339902.4,339936.66,299268.4,345891.88,313949.28,
141,540.3308010136811,6.1861267,,,,,,,,,,,98026.41,151588.39,183458.73,145578.94,141203.97,168363.47,
145,540.3308626877956,6.3016148,,,,48.0,,,,,,,768470.1,969297.75,1198520.8,1034304.5,962392.06,1151665.0,
99,544.0379452845447,4.9231205000000005,,,,50.0,,,,,,,1655809.9,1871726.2,1515043.8,2149699.5,1574437.8,1951078.2,
462,545.4536959241583,8.898892,,,,,,,,,,,1087611.9,1487791.5,1649949.9,1925045.2,1887433.6,1669862.2,
486,556.4947989868041,9.313511,,,,56.0,,,,,,,760710.94,969095.06,1082988.6,940245.2,1175858.1,1094083.0,
56,560.9990344564436,3.5399102999999994,,,,55.0,0.0,[M+H]+,,2.0,56;51,559.99175,3811020.2,4405759.0,3754145.0,3745378.5,4224123.0,3957876.2,
559,560.9990705651352,10.60667,,,,29.0,,,,,,,69895.4,82782.17,68237.44,65125.71,90768.02,71281.18,
127,562.0038758911238,5.830025,,,,,,,,,,,56904.168,63738.617,46074.05,71395.22,59231.617,60894.8,
220,565.2822536454121,7.0726147,,,,33.0,,,,,,,3070236.8,3169126.2,3679618.8,3672834.5,4275468.5,3693034.0,
191,565.287328497771,6.825815700000001,,,,53.0,,,,,,,40421.87,43135.168,59687.785,62948.715,63614.79,78156.33,
149,566.3465697161079,6.367652400000001,,,,,,,,,,,244704.3,358656.12,490987.5,382524.7,405563.7,444117.66,
157,566.3465846988422,6.47265,,,,,,,,,,,1302038.1,1897489.1,2310592.0,2015869.9,2011159.4,2110742.2,
329,567.4016899838967,7.927810000000001,,,,,,,,,,,375720.56,557546.6,603389.6,402892.1,644376.44,579372.44,
456,567.4380599346317,8.779277,,,,,,,,,,,102572.33,173586.83,261373.66,177928.62,272818.2,273451.72,
392,569.4172330329358,8.296529,,,,,,,,,,,135289.27,242607.84,314485.94,196785.6,231369.06,263712.16,
159,573.1293310119189,6.503206,,,,66.0,,,,,,,294492.62,400870.22,510855.28,291222.03,354637.03,310713.9,
174,573.129355488053,6.67877,,,,27.0,,,,,,,713468.5,858763.25,1091795.6,713067.56,941699.8,755053.3,
331,573.4122252538722,7.928707000000001,,,,,,,,,,,250649.98,401444.56,272526.88,288354.66,218183.5,255215.31,
489,573.4849005464065,9.429957,,,,,,,,,,,59993.105,88160.016,35887.645,72964.734,65062.6,72810.83,
485,573.4850039514707,9.30667,,,,56.0,,,,,,,1153599.8,1843327.9,1783520.0,1560145.2,2120806.0,1727346.8,
314,578.3828811900562,7.8376617,,,,24.0,,,,,,,281214.78,291504.88,332151.06,451221.06,537635.8,431047.8,
51,582.980966228927,3.5319996,,,,55.0,0.0,[M+Na]+,,2.0,56;51,559.99175,682728.9,763768.0,625795.44,655657.0,787449.2,732131.8,
420,583.4330009040073,8.509957,,,,10.0,,,,,,,339381.62,522866.94,821702.5,489031.56,606330.1,787199.06,
12,588.8978881623151,0.33484575,,,,7.0,,,,,,,392047.75,450209.25,373631.7,427487.0,440027.72,399750.44,
160,590.1195929135906,6.5042167,,,,66.0,,,,,,,581986.1,561118.94,730305.3,543353.6,698235.94,546239.4,
455,591.438124019217,8.769437,,,,,,,,,,,464032.3,477274.5,504683.0,453577.44,739451.3,516856.7,
70,603.0099629563769,4.173692,,,,,,,,,,,308302.4,372374.78,306984.9,342897.6,387478.75,318198.9,
483,604.4949695011245,9.208806,,,,61.0,,,,,,,925126.75,866854.1,1104123.0,974919.8,1165879.9,1089748.2,
65,605.0258266084259,4.06905,,,,,,,,,,,653391.7,902511.4,637784.0,723850.44,890392.4,821103.8,
531,606.4143611262817,10.289581,,,,,,,,,,,2085172.5,2031706.0,3033835.5,3214635.0,4827875.0,3349344.0,
469,607.469491734429,8.962724,,,,,,,,,,,557690.94,471346.2,485484.56,561870.75,694066.5,500661.1,
487,618.5104903509286,9.3657875,,,,47.0,,,,,,,2199139.5,2092139.2,2313444.8,2239133.5,2906701.2,2423251.8,
482,621.4849905105336,9.205459,,,,61.0,,,,,,,1529012.5,1955212.2,1799537.9,1690155.2,2462108.0,2013175.6,
219,628.2778840624147,7.07402,,,,33.0,,,,,,,399700.44,374830.56,430134.28,474629.47,541845.3,505305.94,
498,632.526164383292,9.695763000000001,,,,23.0,,,,,,,752782.06,892072.6,1082226.6,901870.6,1273757.9,1170356.6,
538,634.4454866158991,10.387664,,,,,,,,,,,172590.28,180493.92,864626.7,291054.72,420758.97,309006.38,
162,634.4455761586901,6.5807210000000005,,,,,,,,,,,447740.62,431479.72,1712639.6,443630.06,14791.681999999999,629504.3,
170,634.4455823741074,6.6667914,,,,,,,,,,,1579137.0,1316725.5,366722.03,522098.38,408265.84,2488758.5,
184,634.4455878044495,6.7634835,,,,,,,,,,,495835.03,294370.94,281606.84,2177745.5,1081319.0,620629.4,
200,634.4456016314127,6.870872,,,,,,,,,,,367107.66,61041.44,214734.47,741169.1,2215181.0,144923.64,
325,634.4456283906967,7.904583000000001,,,,,,,,,,,9653180.0,10389074.0,13277323.0,14152182.0,17272704.0,14376757.0,
176,635.4489218782134,6.6865144,,,,,,,,,,,481375.47,28480.72,141234.98,798919.9,188240.27,905777.5,
488,635.5007561129071,9.371816,,,,47.0,,,,,,,2225450.5,2621139.8,2130076.8,2079208.9,2906184.5,2250465.2,
96,637.0305391024561,4.783874,,,,11.0,,,,,,,4042159.5,4593829.0,3889179.0,5572367.5,4013649.8,5184859.0,
208,637.1418418425134,7.011609599999999,,,,57.0,,,,,,,303270.38,453445.62,536898.25,297694.16,378073.94,298807.22,
193,637.1419016433449,6.8423004,,,,39.0,,,,,,,879505.8,1453528.5,1821144.0,864786.06,1089877.2,970995.1,
168,637.1419020594534,6.6328216,,,,,,,,,,,601160.5,700683.9,947712.44,607186.3,742697.44,662286.7,
501,646.5418967330388,9.9007225,,,,12.0,,,,,,,2371206.0,2543416.2,2728979.2,2447901.5,3339945.8,2880019.8,
404,648.4607216040108,8.36258,,,,,,,,,,,327589.84,457866.72,591967.0,405531.06,443367.1,543602.0,
518,648.4612620485618,10.27398,,,,,,,,,,,359858.78,186583.8,415739.66,598411.5,1655254.9,400971.38,
497,649.5163684095145,9.691123,,,,23.0,,,,,,,539713.06,929215.0,899913.3,762257.25,1325754.4,1059682.4,
382,650.500185953727,8.282305000000001,,,,,,,,,,,66065.734,70031.36,225865.75,148996.69,374424.53,329487.47,
441,651.4955390327423,8.732092999999999,,,,6.0,,,,,,,458840.16,476623.12,627325.25,494360.16,607114.94,610404.8,
366,652.5160255694374,8.080067,,,,,,,,,,,153865.92,222630.31,258387.75,212090.19,322104.06,302413.75,
417,652.5163199859255,8.481679,,,,,,,,,,,74929.375,125076.76,146533.72,137143.22,184652.77,205814.92,
106,653.0254152217595,5.0416126,,,,,,,,,,,58481.97,70695.15,49805.82,78698.12,54784.625,59639.92,
85,653.0254806985977,4.5712547,,,,26.0,,,,,,,624998.6,653486.2,545862.3,842026.56,551684.56,735017.3,
209,654.1321008038843,7.0141945,,,,57.0,,,,,,,417368.72,322737.34,424109.16,394387.34,494623.3,392233.2,
167,654.1321161114413,6.615434,,,,28.0,,,,,,,503467.03,421692.1,601050.56,456634.3,581853.06,419033.22,
187,654.1321365756148,6.8109074000000005,,,,39.0,,,,,,,1920280.2,1570643.2,2034428.4,1705146.6,2064544.8,1725883.8,
438,655.5634488176778,8.6776705,,,,,,,,,,,2980280.8,4117567.0,4912489.0,4364645.5,5740539.5,5911874.0,
147,656.1113297691704,6.334646,,,,,,,,,,,158096.84,135219.75,161451.17,100092.45,156319.52,133760.05,
129,656.1113443488998,5.929812999999999,,,,,,,,,,,156333.98,160642.36,200276.6,139756.39,179382.88,137342.34,
137,656.1113870402228,6.1405144,,,,,,,,,,,443529.72,253142.78,574508.75,415395.8,509995.72,428694.6,
7,656.8853783631529,0.33305067,,,,,,,,,,,231489.42,280384.4,254465.0,271044.44,294596.12,264493.78,
532,660.4612859262222,10.290125999999999,,,,,,,,,,,355051.9,311616.78,431293.5,634573.6,1012343.6,597825.4,
367,660.4613426666224,8.086102499999999,,,,,,,,,,,4180439.0,4597112.5,5679892.5,5830251.0,6925559.0,5519193.5,
529,661.4647945102148,10.281208,,,,,,,,,,,75774.53,17656.895,39159.477,143267.97,338493.34,76376.73,
475,662.4766442381483,9.006263,,,,,,,,,,,193675.34,91913.74,109929.1,152641.75,190316.08,192612.69,
496,662.4767934075012,9.498437,,,,,,,,,,,120076.7,118070.97,160048.1,142361.53,850454.4,305607.94,
516,662.4768594965327,10.237081,,,,,,,,,,,600198.94,351778.28,523112.72,1793104.1,2839854.0,839165.5,
502,663.5321265622217,9.906512,,,,12.0,,,,,,,989504.7,1368234.6,1162418.1,1046262.3,1717784.8,1270071.8,
421,665.4748009040583,8.498352,,,,10.0,,,,,,,307513.88,98675.84,141393.8,90336.664,118517.43,135713.0,
413,665.4749881068034,8.436192,,,,,,,,,,,315234.78,458777.38,670746.2,430254.75,560801.0,521159.53,
500,666.6045011685287,9.804126,,,,17.0,,,,,,,551415.06,831725.94,899851.56,759469.8,1034950.25,977769.75,
412,667.489447905602,8.399664999999999,,,,21.0,,,,,,,130336.23,210011.77,191013.1,237981.03,140776.92,182664.95,
401,667.4906500142462,8.275,,,,22.0,,,,,,,913566.8,1123229.9,1396468.8,966859.6,1188587.5,1095410.0,
371,667.4909855939227,8.206211999999999,,,,45.0,,,,,,,165385.25,229216.42,301974.8,208250.97,287403.12,256867.69,
334,668.5111172391616,7.9428825,,,,25.0,,,,,,,173843.86,206515.2,427018.6,257369.77,517202.06,485025.6,
364,669.5060468323908,8.073166,,,,35.0,,,,,,,311647.12,415850.03,516784.47,449642.0,649242.75,599977.94,
416,669.5063647895947,8.482783,,,,,,,,,,,840940.1,1438111.9,1649655.5,1372063.6,1815548.1,1884143.2,
530,674.40168910961,10.279622,,,,,,,,,,,324789.34,285642.84,433827.47,448522.8,647736.8,461562.62,
411,683.4851089649602,8.411385000000001,,,,,,,,,,,107201.21,135270.48,254007.25,205609.45,170900.12,184648.83,
369,683.4854170840883,8.178939,,,,,,,,,,,440251.56,623595.75,922376.0,592989.5,891626.9,808420.8,
393,683.4854621668104,8.294082000000001,,,,22.0,,,,,,,304177.78,407717.16,611116.5,341733.22,476523.2,528081.06,
426,683.5216131260191,8.592476,,,,,,,,,,,169439.0,292820.4,528339.4,366309.2,432212.72,542325.25,
465,683.521784263255,8.919293,,,,,,,,,,,207491.06,268130.4,479842.47,395998.4,371122.66,428420.84,
402,683.5221374406688,8.382895,,,,,,,,,,,16574.898,40737.47,42344.816,41367.63,52742.312000000005,45623.863,
499,683.5945291061893,9.800962,,,,17.0,,,,,,,422051.44,800601.4,780448.7,648173.44,978145.5,810674.8,
321,685.5010220594304,7.855442,,,,,,,,,,,118310.266,140052.8,222171.52,140590.67,196996.38,189165.1,
330,685.5010393228488,7.9305015,,,,25.0,,,,,,,1021663.5,1265505.1,1280526.5,1071591.6,1384855.6,1270697.4,
449,693.5061935294782,8.752725,,,,62.0,,,,,,,660783.75,1022731.56,1348629.5,785434.06,1649538.6,1544680.6,
269,694.466887615737,7.4158034,,,,58.0,,,,,,,8635586.0,11286238.0,15223730.0,15176437.0,17336508.0,16446489.0,
535,694.4685509155748,10.371721,,,,,,,,,,,58941.043,0.0,107667.96,116028.77,204268.67,152307.45,
448,694.5094003516632,8.753705,,,,62.0,,,,,,,264723.72,396905.5,571899.06,271715.28,697547.75,653574.56,
446,695.5202415427966,8.748989,,,,6.0,,,,,,,218527.86,358025.4,507457.7,308606.53,571011.0,550175.06,
431,695.5217781522058,8.615295,,,,,,,,,,,577640.75,514338.97,677068.75,677596.1,1005657.6,962868.44,
163,696.1425967937257,6.5296497,,,,,,,,,,,422361.72,436842.4,771879.75,286746.5,456690.53,398418.0,
432,697.5366601412546,8.618672,,,,,,,,,,,372323.44,612539.94,675396.0,529036.4,706354.06,721674.6,
414,697.5373906472914,8.455783,,,,,,,,,,,346648.7,489970.34,530473.75,445378.47,615398.6,553806.75,
458,697.5375801258473,8.816906,,,,,,,,,,,1577013.2,2681006.8,3164198.8,2515630.8,3654560.5,3494799.2,
257,701.1543494494811,7.3260703,,,,0.0,,,,,,,165374.25,193354.83,212218.11,139067.83,192599.95,135075.84,
179,701.1543926993409,6.709625,,,,14.0,,,,,,,379687.0,504519.5,687357.8,414025.75,494174.22,403014.06,
221,701.1544100965732,7.087799499999999,,,,16.0,,,,,,,594818.6,999089.06,1040450.2,503871.22,633211.5,521232.66,
201,701.1544297727697,6.932250999999999,,,,,,,,,,,1087938.4,1801475.8,2206269.5,1153093.6,1460637.8,1197831.5,
320,703.563173630475,7.8612194,,,,24.0,,,,,,,126549.28,125314.11,114976.984,147436.88,204662.1,195949.77,
349,703.5632618318982,7.9587493,,,,,,,,,,,234166.16,262120.81,206936.28,306740.06,318556.75,363432.5,
379,703.5633172862648,8.275,,,,22.0,,,,,,,1413211.8,1366942.8,726829.2,1662352.1,2041118.4,1738060.6,
122,705.328367007484,5.6281333,,,,,,,,,,,264946.7,384802.8,540857.5,327699.4,489167.97,433993.03,
444,709.5012045734683,8.741494,,,,6.0,,,,,,,222327.19,368005.8,584161.94,272709.4,697393.6,746023.3,
409,711.4568989678944,8.404023,,,,,,,,,,,288590.78,262985.1,445150.97,446058.9,418797.16,475005.0,
268,711.4569596396013,7.419919999999999,,,,58.0,,,,,,,683428.25,765889.44,1609427.2,1987839.0,2306088.8,2169580.8,
442,711.5161279259496,8.737323,,,,6.0,,,,,,,156473.5,242279.66,333404.53,209729.77,340811.53,358545.28,
394,711.516578700964,8.299796,,,,,,,,,,,12138.822,33722.703,56041.297,29642.033,31189.537,66067.19,
415,711.5167321059433,8.537044,,,,,,,,,,,655353.0,784257.9,943404.1,801634.9,1094673.4,1108699.9,
495,711.6259146405191,9.475414,,,,,,,,,,,1023639.94,1533891.2,1050438.8,143445.05,0.0,91359.72,
423,713.5277270695353,8.5414915,,,,,,,,,,,74666.9,131513.5,184162.5,112141.17,164139.94,151177.38,
400,713.5323243881516,8.343853,,,,,,,,,,,235356.27,431237.5,850313.5,409271.78,491007.72,491634.9,
524,716.5238441909878,10.280681,,,,,,,,,,,549673.5,319893.88,274884.66,59530.176,0.0,0.0,
236,716.5238929675148,7.25215,,,,,,,,,,,446399.7,29122422.0,18485974.0,32361.264,0.0,0.0,
297,716.5239258746892,7.6564364000000005,,,,,,,,,,,11403737.0,4079328.5,2539394.8,111853.65,0.0,0.0,
238,717.5271532421373,7.2455929999999995,,,,,,,,,,,256765.84,12528776.0,8136934.5,5883.085,0.0,0.0,
440,717.5791781292436,8.721756,,,,,,,,,,,883646.2,715091.25,745543.2,720014.6,1205468.6,986225.2,
181,718.1445411078986,6.7192235,,,,,,,,,,,511589.5,370949.56,453335.66,432678.16,480480.12,378562.28,
223,718.1445502387932,7.1069455,,,,16.0,,,,,,,944577.1,695711.7,886330.0,920326.56,1018797.2,904207.25,
198,718.1446034088358,6.919363000000001,,,,,,,,,,,1988720.1,1529829.9,1989673.4,1797253.2,2079944.8,1809939.4,
355,720.4821849894557,7.961236500000001,,,,,,,,,,,6244.365,39972.406,47573.617,121732.8,80359.63,124750.49,
305,720.4823778323283,7.7804523,,,,,,,,,,,533374.06,896041.4,1227639.2,890286.0,601669.75,1020251.2,
471,735.5508463441993,8.969806,,,,,,,,,,,19590.271,53107.066,82295.2,41078.19,64852.88,62425.875,
460,735.5532937352617,8.856011,,,,,,,,,,,153338.45,269344.22,371369.16,221369.4,388489.8,350166.0,
519,742.5393744075333,10.277099,,,,,,,,,,,479183.3,377456.2,304012.78,50313.066,0.0,0.0,
338,742.539467504701,7.975332000000001,,,,,,,,,,,360670.0,3161870.2,497182.88,0.0,0.0,0.0,
308,742.5395074331508,7.831657400000001,,,,,,,,,,,56834.38,1702614.9,144329.84,73665.66,0.0,0.0,
533,744.5540820386342,10.314588,,,,,,,,,,,19160.38,1577986.8,287498.44,0.0,0.0,775377.2,
537,744.5543119049215,10.404057,,,,,,,,,,,24997.17,2975188.0,375838.34,0.0,0.0,487157.6,
303,744.5548736105783,7.692455000000001,,,,,,,,,,,0.0,1100682.0,388623.12,7758.741999999999,0.0,2224616.2,
242,744.5554669209139,7.2603279999999994,,,,,,,,,,,4821.8706,7184281.5,455738.28,0.0,0.0,18528.908,
240,750.5292272161751,7.178443400000001,,,,,,,,,,,5020343.5,1139080.9,5737058.5,55678.727,0.0,0.0,
197,750.5293041502846,6.980308999999999,,,,,,,,,,,543672.94,6614620.0,1507685.0,13568.116000000002,0.0,0.0,
481,751.5842214600943,9.099896000000001,,,,,,,,,,,9553.113000000001,54739.7,31811.475,25838.979,46816.63,29142.725,
484,751.5842957733153,9.237794000000001,,,,,,,,,,,147468.19,344769.5,377479.6,285917.28,417955.16,410002.12,
459,751.5852232012326,8.822011,,,,,,,,,,,102876.125,125597.03,152078.39,119608.805,179192.11,147792.27,
264,765.1667842740312,7.36178,,,,,,,,,,,327568.9,394274.72,470131.16,251471.95,308910.38,270511.8,
227,765.1668421985552,7.1491427,,,,37.0,,,,,,,658899.6,1335441.0,1550045.4,569113.25,842092.8,634938.94,
202,765.1668562985502,6.9580345,,,,,,,,,,,978850.2,1513818.4,1958266.6,1051485.1,1274761.0,1084279.1,
188,765.1669193598503,6.814430000000001,,,,19.0,,,,,,,148000.11,230772.22,306452.1,137694.28,172986.48,149261.66,
115,779.3651638216338,5.2957845,,,,,,,,,,,432716.03,599148.25,828930.25,565327.4,772023.94,696288.9,
185,782.1569918581223,6.802559,,,,19.0,,,,,,,453937.53,315901.3,431704.97,381696.1,445723.06,371254.16,
206,782.1570000429117,6.9919324000000005,,,,,,,,,,,1502992.6,1045270.94,1334379.5,1321836.4,1539943.1,1257668.6,
226,782.1570074086035,7.142530000000001,,,,37.0,,,,,,,1154045.8,909888.06,1228368.5,1226037.1,1433329.9,1180668.1,
265,782.157048122545,7.364404700000001,,,,,,,,,,,117734.69,82132.21,105146.48,146332.42,182637.08,119453.76,
77,793.018616967194,4.486747,,,,3.0,,,,,,,626179.7,828165.1,560724.1,961622.25,578193.4,866122.1,
457,797.5534959054602,8.786589999999999,,,,,,,,,,,438320.84,418829.06,402497.34,474782.56,625299.4,452981.1,
58,811.0291793954997,3.6186953,,,,36.0,,,,,,,313384.12,365236.38,331302.94,323123.25,370601.94,355930.4,
231,829.179319385211,7.233847,,,,,,,,,,,810228.7,1251672.8,1452925.4,601849.06,712441.4,614160.0,
267,829.1793207620367,7.3992085,,,,52.0,,,,,,,332707.75,589805.5,673391.25,217189.1,359697.16,416186.7,
217,829.1793343590723,7.055896799999999,,,,40.0,,,,,,,697226.44,1089648.9,1287064.8,516600.7,560772.94,525769.6,
216,846.1693256338739,7.050419000000001,,,,40.0,,,,,,,1181344.4,842284.9,1284714.4,1034757.06,1345833.6,1100372.2,
232,846.169360656213,7.1985526,,,,2.0,,,,,,,1027176.0,815782.9,987764.4,1102724.8,1189718.9,980920.44,
195,846.1694005250205,6.8932614,,,,,,,,,,,259154.84,179608.12,233552.27,210270.86,264970.97,203501.28,
266,846.1694134806162,7.397898,,,,52.0,,,,,,,171629.27,132929.38,154865.25,204489.31,240288.77,172116.73,
479,856.6885060047101,9.021506,,,,,,,,,,,1042322.06,1248965.1,1213100.6,1384980.5,601245.1,1448129.4,
480,873.6786647661634,9.064897,,,,,,,,,,,923472.4,1244390.8,950071.8,1279657.4,1609922.9,1305520.1,
273,893.1917255741565,7.4436765,,,,,,,,,,,463943.2,546604.1,666706.7,394202.44,486137.25,421829.88,
222,893.1917757166971,7.102072200000001,,,,16.0,,,,,,,359201.22,660340.94,708639.9,329077.0,406572.78,321311.28,
245,893.1917821773593,7.273939599999999,,,,,,,,,,,949905.25,1209526.8,1362063.9,798476.25,959961.4,758854.56,
205,893.1920450638594,6.9642835000000005,,,,,,,,,,,88092.734,156144.64,208935.88,101601.46,130107.67,93289.44,
224,910.1819581325533,7.106945,,,,16.0,,,,,,,970170.44,660223.9,940953.56,921434.94,1033536.75,875792.44,
243,910.1819726548587,7.246017,,,,,,,,,,,670823.94,560848.06,826751.2,695453.3,812440.2,687431.2,
272,910.1820690680073,7.426972,,,,30.0,,,,,,,194867.58,119959.2,160472.84,191937.72,245553.72,175239.45,
275,957.2040293160533,7.4605613,,,,,,,,,,,509992.34,542270.06,623711.56,492055.88,577123.25,458680.78,
229,957.2040582358875,7.154847599999999,,,,37.0,,,,,,,227653.95,419140.0,521484.97,191187.2,243276.08,167555.78,
255,957.204081884879,7.3147016,,,,,,,,,,,949056.3,1084529.0,1200200.0,790959.75,986759.4,761708.1,
154,957.5952789161336,6.404869000000001,,,,20.0,,,,,,,162516.58,390142.4,368809.5,467697.62,480843.44,543285.0,
274,974.1940467750123,7.4286532,,,,,,,,,,,147046.16,128687.58,131305.53,104475.445,148274.03,130251.266,
248,974.1942134435716,7.2957160000000005,,,,,,,,,,,403348.22,278062.62,619404.2,248745.39,526122.8,291884.7,
228,974.1942494591341,7.155112,,,,37.0,,,,,,,544151.2,393205.47,540297.4,579330.7,637664.1,520582.12,
212,974.1943336710934,7.029125,,,,,,,,,,,105920.06,70847.83,108422.39,79763.15,107611.22,91401.49,
289,1021.2163832144576,7.648423700000001,,,,,,,,,,,49001.37,63769.91,74181.484,35558.46,64254.15,40667.26,
233,1021.2164872820723,7.210453,,,,2.0,,,,,,,126281.734,252970.0,308348.9,104691.37,94627.56,50624.96,
